1000,100,30,w/ repair,1.6,24,0,100,NaN,NaN
1000,100,30,w/ repair,1.6,24,6322,100,19.60598,1.960598
1000,100,30,w/ repair,1.6,24,12399,100,19.801838,1.9801838
1000,100,30,w/ repair,1.6,24,18755,100,19.801065,1.9801066
1000,100,30,w/ repair,1.6,24,24888,100,19.913774,1.9913774
1000,100,30,w/ repair,1.6,24,31111,100,20.002989,2.000299
1000,100,30,w/ repair,1.6,24,37444,100,20.057178,2.005718
1000,100,30,w/ repair,1.6,24,43506,100,20.144234,2.0144234
1000,100,30,w/ repair,1.6,24,49809,100,20.13343,2.013343
1000,100,30,w/ repair,1.6,24,56213,100,20.088005,2.0088005
1000,100,30,w/ repair,1.6,24,62501,100,20.085999,2.0086
1000,100,30,w/ repair,1.6,24,68781,100,20.084848,2.008485
1000,100,30,w/ repair,1.6,24,75284,100,20.028944,2.0028944
1000,100,30,w/ repair,1.6,24,81559,100,20.033018,2.003302
1000,100,30,w/ repair,1.6,24,87447,100,20.092113,2.0092113
1000,100,30,w/ repair,1.6,24,93462,100,20.120808,2.012081
1000,100,30,w/ repair,1.6,24,99759,100,20.112331,2.011233
1000,100,30,w/ repair,1.6,24,106084,100,20.081661,2.008166
1000,100,30,w/ repair,1.6,24,112270,100,20.073395,2.0073392
1000,100,30,w/ repair,1.6,24,118284,100,20.099506,2.0099506
1000,100,30,w/ repair,1.6,24,124553,100,20.10528,2.010528
1000,100,30,w/ repair,1.6,24,130790,100,20.118258,2.0118258
1000,100,30,w/ repair,1.6,24,137129,100,20.112288,2.0112288
1000,100,30,w/ repair,1.6,24,143389,100,20.115309,2.0115309
1000,100,30,w/ repair,1.6,24,149859,100,20.098486,2.0098486
1000,100,30,w/ repair,1.6,24,156241,100,20.096134,2.0096135
1000,100,30,w/ repair,1.6,24,162582,100,20.080563,2.0080562
1000,100,30,w/ repair,1.6,24,168974,100,20.066153,2.0066152
1000,100,30,w/ repair,1.6,24,174999,100,20.085155,2.0085156
1000,100,30,w/ repair,1.6,24,181161,100,20.096163,2.0096164
1000,100,30,w/ repair,1.6,24,187305,100,20.104029,2.010403
1000,100,30,w/ repair,1.6,24,193588,100,20.103287,2.0103285
1000,100,30,w/ repair,1.6,24,199663,100,20.109856,2.0109854
1000,100,30,w/ repair,1.6,24,205871,100,20.104458,2.0104458
1000,100,30,w/ repair,1.6,24,212129,100,20.094551,2.0094552
1000,100,30,w/ repair,1.6,24,218395,100,20.091454,2.0091453
1000,100,30,w/ repair,1.6,24,224669,100,20.083914,2.0083914
1000,100,30,w/ repair,1.6,24,231015,100,20.077072,2.007707
1000,100,30,w/ repair,1.6,24,237254,100,20.077896,2.0077896
1000,100,30,w/ repair,1.6,24,243654,100,20.080097,2.00801
1000,100,30,w/ repair,1.6,24,250173,100,20.0744,2.00744
1000,100,30,w/ repair,1.6,24,256501,100,20.081099,2.0081098
1000,100,30,w/ repair,1.6,24,262895,100,20.08327,2.008327
1000,100,30,w/ repair,1.6,24,269407,100,20.06224,2.0062242
1000,100,30,w/ repair,1.6,24,275514,100,20.071217,2.0071216
1000,100,30,w/ repair,1.6,24,281675,100,20.072968,2.0072968
1000,100,30,w/ repair,1.6,24,287926,100,20.075668,2.007567
1000,100,30,w/ repair,1.6,24,294036,100,20.08668,2.008668
1000,100,30,w/ repair,1.6,24,300451,100,20.077147,2.0077147
1000,100,30,w/ repair,1.6,24,306749,100,20.069973,2.006997
1000,100,30,w/ repair,1.6,24,312949,100,20.074076,2.0074077
1000,100,30,w/ repair,1.6,24,318921,100,20.089552,2.0089552
1000,100,30,w/ repair,1.6,24,325269,100,20.089222,2.008922
1000,100,30,w/ repair,1.6,24,331515,100,20.094261,2.009426
